Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
1,3,461.6060000000003,28,34,35,3,3,0,0,0,2,2,0,2,4.442800000000004,PMMG
0,2,397.51800000000014,27,30,27,1,2,0,0,0,1,3,0,4,6.669500000000006,PMMG
1,3,371.4600000000001,24,28,23,2,2,0,0,0,2,3,0,4,3.5759200000000018,PMMG
0,5,380.4690000000003,21,27,20,2,3,0,1,0,0,4,0,3,3.2525200000000023,PMMG
1,3,418.41500000000013,22,30,21,2,3,3,0,0,0,3,0,2,4.883300000000004,PMMG
2,4,415.3470000000001,21,30,14,2,4,3,0,0,0,4,0,4,4.045420000000002,PMMG
0,6,437.5650000000002,24,31,27,3,3,0,1,0,1,3,0,3,4.318920000000004,PMMG
1,3,393.84900000000005,22,28,17,3,1,1,0,1,1,3,0,4,4.962800000000004,PMMG
3,5,480.3260000000001,21,31,18,7,2,0,0,0,1,3,0,4,2.4902999999999995,PMMG
0,1,382.42500000000007,24,28,21,0,1,3,0,0,3,2,0,3,7.3030200000000045,PMMG
2,4,414.4850000000002,25,31,24,3,3,0,0,0,1,4,0,4,2.7303000000000006,PMMG
2,8,464.4820000000003,23,34,24,6,5,0,0,0,1,3,0,3,2.3087400000000002,PMMG
1,5,381.43200000000013,21,28,23,3,4,0,0,0,1,3,0,3,3.7805200000000028,PMMG
1,2,421.26000000000005,20,26,16,2,0,3,0,0,0,3,0,3,5.772720000000003,PMMG
1,5,422.4640000000003,22,31,23,6,2,1,0,0,1,3,0,3,2.9961400000000014,PMMG
1,6,426.4710000000003,22,31,24,6,1,2,0,0,1,2,1,3,3.465700000000002,PMMG
2,5,391.3830000000001,21,29,17,3,5,0,0,0,0,3,0,3,2.926000000000001,PMMG
2,3,446.8940000000002,24,32,19,4,3,0,0,1,1,3,1,3,4.598600000000003,PMMG
0,3,429.35800000000006,22,27,25,2,2,0,0,0,2,1,1,3,5.729920000000006,PMMG
1,7,513.5720000000003,25,36,27,3,7,0,1,0,0,5,0,2,2.4364999999999997,PMMG
2,6,422.44100000000026,22,31,22,4,5,0,0,0,0,4,0,2,2.1056,PMMG
1,7,437.84300000000013,21,31,16,5,4,0,0,1,1,3,0,3,2.4664,PMMG
1,5,455.9420000000002,24,32,26,3,4,0,0,1,1,3,1,3,4.5511000000000035,PMMG
3,4,452.55500000000023,25,33,32,4,4,0,0,0,0,3,0,2,3.18112,PMMG
3,4,429.47600000000017,25,32,23,3,4,0,0,0,1,3,0,3,2.9937000000000014,PMMG
1,2,391.55900000000025,25,29,33,3,1,0,0,0,1,2,1,2,6.052840000000006,PMMG
1,6,391.51900000000006,23,29,29,5,1,0,0,0,1,4,0,3,3.0608000000000004,PMMG
2,4,390.4430000000001,22,29,22,4,3,0,0,0,0,4,0,2,2.9827000000000012,PMMG
0,4,407.4490000000002,26,31,19,2,3,0,0,0,1,4,0,5,4.124800000000003,PMMG
0,4,372.4490000000001,22,27,16,2,2,0,1,0,1,3,0,4,5.0919200000000036,PMMG
1,5,461.44900000000024,25,34,20,3,5,1,0,0,1,4,0,3,2.8367200000000006,PMMG
1,0,364.459,24,27,24,1,0,2,0,0,1,3,0,3,4.867500000000004,PMMG
1,8,424.4830000000001,20,29,14,3,4,0,2,0,1,3,0,4,2.5623200000000006,PMMG
2,7,378.3440000000001,19,28,14,4,5,0,0,0,0,4,0,4,0.9909199999999998,PMMG
1,5,410.86100000000016,21,29,19,4,3,0,0,1,1,3,0,3,2.3050999999999995,PMMG
1,2,372.46800000000013,24,28,24,2,2,0,0,0,1,3,0,3,4.112600000000003,PMMG
2,4,365.82400000000007,19,26,16,5,1,0,0,1,2,2,0,4,4.177520000000002,PMMG
1,3,372.4150000000002,21,27,22,2,2,2,0,0,2,2,0,2,4.294300000000003,PMMG
1,2,445.89700000000005,23,31,22,3,2,2,0,1,0,3,0,3,6.012700000000004,PMMG
1,4,378.47200000000026,23,28,26,2,3,0,0,0,2,3,0,2,4.198900000000004,PMMG
1,7,428.3950000000001,21,31,18,4,4,2,0,0,1,3,0,2,2.645600000000001,PMMG
3,5,452.42900000000014,22,32,23,2,5,3,0,0,0,3,0,2,2.5896,PMMG
0,6,411.2590000000001,19,26,15,4,2,0,0,0,1,3,0,4,3.420460000000002,PMMG
2,5,424.5260000000002,22,30,24,4,3,0,1,0,1,3,0,3,2.8682000000000016,PMMG
2,4,335.36300000000006,19,25,17,3,3,0,0,0,1,3,0,3,1.8754,PMMG
2,5,504.85200000000026,23,35,16,4,4,3,0,1,2,2,0,3,4.245100000000002,PMMG
2,2,374.415,23,28,19,2,2,1,0,0,0,4,0,3,4.938120000000003,PMMG
1,3,449.30400000000026,23,29,17,2,3,0,0,0,1,3,0,3,4.806020000000004,PMMG
1,3,466.30300000000017,20,28,14,1,3,2,1,0,0,3,0,3,5.120820000000002,PMMG
1,5,391.42700000000013,22,29,21,3,4,0,0,0,1,3,0,3,2.8443000000000014,PMMG
1,7,465.4590000000003,20,32,20,3,7,1,1,0,1,3,0,2,2.8104200000000015,PMMG
2,5,386.38700000000017,22,29,16,3,4,0,0,0,1,3,0,4,2.8543000000000003,PMMG
0,7,398.4220000000001,23,30,18,4,3,0,0,0,1,3,0,4,3.9433400000000027,PMMG
0,5,444.5530000000003,23,31,28,2,5,0,1,0,0,4,0,2,2.711240000000001,PMMG
0,7,408.4620000000002,21,30,24,6,3,0,0,0,2,2,0,3,2.7117000000000004,PMMG
3,2,395.4530000000001,23,29,23,3,1,2,0,0,0,3,0,3,5.444320000000004,PMMG
2,5,461.4490000000002,25,34,20,3,5,1,0,0,1,3,0,3,3.1632200000000017,PMMG
3,5,443.5270000000001,26,33,27,4,3,0,0,0,1,4,0,3,1.9613,PMMG
0,7,413.4850000000002,23,31,23,7,1,0,0,0,2,3,0,4,2.630200000000001,PMMG
1,2,312.38800000000003,19,23,21,2,1,1,0,0,0,3,0,2,3.736120000000003,PMMG
1,2,374.48300000000006,24,28,25,3,0,1,0,0,1,3,0,4,4.434820000000004,PMMG
2,4,391.4910000000001,24,29,27,2,3,0,0,0,0,4,0,3,2.5527000000000006,PMMG
1,5,406.432,20,29,23,5,1,3,0,0,1,3,0,1,1.7421999999999997,PMMG
1,4,325.37500000000006,20,25,15,5,0,0,0,0,2,3,0,3,4.130200000000002,PMMG
2,5,436.56100000000015,23,31,26,5,2,0,1,0,2,2,1,3,1.7131999999999996,PMMG
2,2,347.34000000000003,18,25,16,3,1,3,0,0,1,2,0,3,4.0016000000000025,PMMG
2,4,319.723,15,22,11,3,2,1,0,1,0,3,0,3,2.66592,PMMG
2,4,333.3910000000001,20,25,19,3,2,0,0,0,2,2,0,3,3.1661200000000003,PMMG
1,3,370.8360000000001,20,26,19,2,3,0,0,1,2,2,0,2,3.030120000000002,PMMG
1,4,406.4360000000001,23,30,20,4,1,2,0,0,1,3,0,4,4.333400000000003,PMMG
0,6,400.43800000000005,23,30,20,4,3,0,0,0,1,4,0,4,2.6583000000000006,PMMG
0,4,382.4140000000001,21,28,20,4,1,2,0,0,1,3,0,3,3.7801000000000027,PMMG
1,5,463.3570000000003,19,28,19,4,3,0,1,0,2,2,0,3,2.8861999999999997,PMMG
1,1,360.39900000000006,21,26,21,1,1,3,0,0,2,2,0,3,4.680020000000004,PMMG
0,5,504.6060000000003,29,37,33,4,3,1,0,0,0,5,0,2,3.7996000000000025,PMMG
2,4,447.55900000000014,26,33,31,4,3,0,0,0,0,4,0,3,1.3941999999999999,PMMG
0,3,405.51900000000006,24,29,23,1,3,0,1,0,1,3,0,3,4.457520000000003,PMMG
2,8,435.46900000000016,20,31,17,7,3,0,1,0,1,3,0,3,3.5395200000000013,PMMG
2,5,396.87800000000027,21,28,21,4,2,0,0,1,1,3,0,3,3.5513200000000023,PMMG
2,2,435.97500000000014,26,31,28,2,2,0,0,1,0,4,0,3,3.582920000000003,PMMG
2,6,361.36100000000005,19,27,15,5,3,0,0,0,1,3,0,4,2.3454999999999995,PMMG
1,5,413.5030000000002,20,29,23,5,3,0,1,0,1,3,0,3,1.7893999999999999,PMMG
2,5,384.891,20,27,23,5,1,0,0,1,0,3,0,3,3.161920000000001,PMMG
2,5,364.40500000000014,20,27,20,4,3,0,0,0,0,3,0,3,3.501940000000002,PMMG
1,2,447.4520000000002,24,32,23,2,2,4,0,0,1,3,0,3,3.953820000000004,PMMG
1,2,364.48900000000015,23,27,28,2,2,0,0,0,1,2,0,2,4.376320000000003,PMMG
0,6,464.5470000000002,24,33,24,4,4,0,1,0,2,3,0,4,3.288420000000002,PMMG
3,4,350.37800000000004,19,26,18,4,3,0,0,0,0,3,0,3,1.6253199999999997,PMMG
1,4,397.58700000000033,24,29,37,4,1,0,0,0,1,3,1,2,2.4426000000000005,PMMG
2,4,420.9460000000002,19,28,23,5,2,0,1,1,1,3,0,3,1.5701199999999997,PMMG
2,5,401.47000000000014,23,30,23,5,2,0,0,0,2,3,0,3,3.612300000000002,PMMG
2,3,398.4780000000002,23,29,27,2,3,1,0,0,0,3,0,2,3.2246200000000025,PMMG
1,4,452.5040000000001,20,30,18,2,4,2,2,0,0,3,0,3,3.5863000000000023,PMMG
3,2,404.51400000000024,24,30,28,4,2,0,0,0,2,2,0,3,4.290600000000003,PMMG
1,6,406.46600000000007,22,30,24,5,3,0,0,0,1,3,0,3,2.1070200000000003,PMMG
1,4,418.51800000000014,24,30,22,2,3,0,1,0,1,3,0,3,3.6816200000000023,PMMG
0,8,416.3600000000002,20,30,16,3,5,2,0,0,1,3,0,3,1.9276999999999995,PMMG
0,6,404.3970000000001,23,30,17,2,4,1,0,0,0,4,0,4,3.1068000000000007,PMMG
1,5,337.334,18,25,14,4,2,1,0,0,0,3,0,3,2.16739,PMMG
1,3,350.38900000000007,22,26,19,0,3,1,0,0,0,3,0,3,4.958140000000003,PMMG
2,4,378.3630000000001,20,28,15,4,3,1,0,0,2,2,0,3,2.9057200000000014,PMMG
0,6,378.81900000000013,20,27,15,4,2,0,0,1,2,3,0,4,4.481440000000003,PMMG
1,6,410.4300000000001,20,29,15,4,3,1,1,0,1,3,0,4,3.368120000000002,PMMG
1,5,381.5010000000001,21,27,23,3,2,0,1,0,2,2,0,3,4.5622200000000035,PMMG
1,6,380.33100000000013,20,28,13,2,5,1,0,0,1,3,0,4,4.273120000000001,PMMG
1,3,422.91200000000015,24,30,23,2,3,0,0,1,0,4,0,3,4.992700000000005,PMMG
2,5,362.43300000000005,21,27,22,4,2,0,0,0,2,2,0,3,3.1885200000000014,PMMG
1,2,389.4990000000003,24,29,27,3,2,0,0,0,1,3,0,3,4.307920000000004,PMMG
1,5,408.4820000000001,22,30,26,5,3,0,0,0,1,2,1,2,1.7662200000000001,PMMG
2,3,362.4290000000001,22,27,22,2,3,0,0,0,1,2,0,3,4.409820000000003,PMMG
0,6,419.4120000000001,23,31,18,3,4,1,0,0,1,2,1,3,3.016700000000001,PMMG
0,6,477.4140000000001,23,34,19,3,4,4,0,0,0,3,1,3,3.358220000000002,PMMG
1,4,372.4240000000001,23,28,20,2,3,0,0,0,0,4,0,4,3.479700000000002,PMMG
1,2,329.42300000000006,22,25,21,2,1,0,0,0,1,3,0,4,4.241800000000003,PMMG
2,6,377.4040000000001,20,28,19,5,3,0,0,0,2,2,0,4,2.5026200000000003,PMMG
1,4,431.5400000000002,25,32,29,5,2,0,0,0,1,3,0,3,4.585300000000004,PMMG
1,5,438.48700000000025,26,33,22,4,3,0,0,0,0,3,0,3,3.449300000000002,PMMG
1,3,411.93300000000016,23,29,26,3,2,0,0,1,0,4,0,2,4.213300000000003,PMMG
3,4,373.41600000000005,21,28,19,5,2,0,0,0,1,3,0,4,3.250300000000001,PMMG
1,3,345.446,22,26,23,3,1,0,0,0,2,2,0,3,3.7417200000000026,PMMG
1,3,412.4330000000001,19,28,19,2,3,3,1,0,0,3,0,2,3.4517200000000017,PMMG
1,5,469.56300000000016,23,32,20,3,3,1,2,0,0,2,1,2,3.922340000000002,PMMG
1,3,383.85400000000004,21,27,19,3,1,1,0,1,1,3,0,3,4.780620000000003,PMMG
1,6,352.4660000000001,19,26,26,7,0,0,0,0,3,2,0,3,0.7769200000000003,PMMG
1,7,404.4500000000002,22,30,22,5,3,0,0,0,1,3,0,3,1.9700999999999995,PMMG
1,4,403.4820000000001,24,30,25,3,3,0,0,0,0,4,0,3,4.530520000000004,PMMG
2,5,323.3310000000001,17,24,14,5,1,1,0,0,2,2,0,3,2.5306000000000006,PMMG
1,6,434.4960000000002,24,32,26,4,4,0,0,0,1,3,0,3,2.5927,PMMG
1,7,442.5230000000002,25,33,26,6,2,0,0,0,1,4,0,4,2.7121999999999993,PMMG
2,1,337.41800000000006,21,25,22,2,1,1,0,0,0,3,0,3,3.6305000000000023,PMMG
1,5,407.47000000000025,23,30,25,3,4,0,0,0,2,2,0,2,3.1240000000000014,PMMG
0,5,422.4810000000002,24,31,26,2,5,0,0,0,0,4,0,2,2.679900000000001,PMMG
1,4,350.372,20,26,16,4,0,2,0,0,1,3,0,4,4.448000000000003,PMMG
0,4,421.92800000000034,24,30,24,3,2,0,0,1,1,4,0,3,3.9818000000000033,PMMG
0,6,434.5840000000002,26,32,34,4,2,0,0,0,2,2,0,3,4.3998000000000035,PMMG
2,6,419.48100000000017,24,31,25,3,4,0,0,0,2,2,0,3,3.431440000000002,PMMG
1,3,362.42800000000005,22,27,21,3,1,1,0,0,0,4,0,4,3.234400000000001,PMMG
1,5,459.3960000000001,19,31,14,3,3,5,1,0,0,3,0,3,3.5690000000000017,PMMG
1,5,450.5390000000002,25,33,30,4,4,0,0,0,2,3,0,2,2.59002,PMMG
0,3,362.812,22,26,15,0,3,0,0,1,1,3,0,4,5.9928000000000035,PMMG
1,4,419.39900000000017,22,30,20,1,4,3,0,0,1,3,0,2,4.143800000000003,PMMG
2,4,379.46000000000026,22,28,25,3,3,0,0,0,2,2,0,3,3.385900000000002,PMMG
1,2,331.415,22,25,21,1,2,0,0,0,1,3,0,3,3.8907000000000034,PMMG
2,3,364.48900000000003,23,27,28,2,2,0,0,0,1,3,0,2,3.4859000000000027,PMMG
1,6,404.47000000000014,23,30,24,4,3,0,0,0,1,3,0,3,3.378440000000002,PMMG
1,4,402.4980000000001,24,30,26,4,2,0,0,0,0,4,0,3,3.134540000000002,PMMG
0,3,384.4220000000001,23,28,22,0,3,2,0,0,1,3,0,3,6.2691200000000045,PMMG
1,3,397.45000000000016,22,29,24,3,3,1,0,0,1,3,0,2,3.4155000000000024,PMMG
1,6,394.45100000000014,22,29,24,3,4,0,0,0,2,3,0,3,2.436400000000001,PMMG
1,4,488.4850000000002,25,35,24,4,2,4,0,0,1,3,0,3,5.044320000000004,PMMG
3,4,434.4620000000001,22,31,25,4,2,3,0,0,1,2,0,3,4.008500000000003,PMMG
1,6,418.90600000000006,19,28,19,4,3,0,1,1,2,2,0,2,2.4913000000000007,PMMG
0,4,386.4480000000001,20,27,19,2,3,1,1,0,1,3,0,3,2.676000000000001,PMMG
2,3,395.4780000000001,23,29,26,3,2,1,0,0,0,3,1,2,3.3726400000000023,PMMG
1,3,378.39400000000006,20,27,21,2,2,3,0,0,0,3,0,2,4.6178000000000035,PMMG
2,4,452.5800000000002,24,32,28,4,3,0,1,0,1,3,0,3,2.824200000000001,PMMG
3,4,384.4550000000002,21,28,25,4,2,1,0,0,0,3,0,2,3.2359000000000018,PMMG
0,3,358.41600000000005,23,27,19,2,1,1,0,0,1,3,0,4,4.921600000000004,PMMG
0,4,394.4760000000001,21,28,20,3,3,0,1,0,0,3,0,3,4.308900000000003,PMMG
0,6,410.42600000000016,22,30,22,2,6,0,0,0,0,3,1,2,3.6904200000000023,PMMG
0,5,400.48200000000014,24,30,24,4,2,0,0,0,2,3,0,4,4.137500000000004,PMMG
0,3,391.42100000000005,23,29,19,3,1,2,0,0,1,3,0,4,4.618400000000004,PMMG
1,4,369.53400000000016,21,26,27,3,1,0,1,0,2,2,0,2,4.431420000000004,PMMG
0,7,436.4680000000002,23,32,24,4,5,0,0,0,0,3,1,3,2.7716200000000013,PMMG
1,4,435.6130000000001,26,31,31,2,2,0,1,0,3,1,0,2,4.473120000000003,PMMG
1,6,393.4910000000002,22,29,27,5,2,0,0,0,4,1,0,3,3.0188000000000015,PMMG
1,5,434.46800000000013,20,30,20,4,3,2,1,0,1,3,0,3,2.1854000000000013,PMMG
2,5,337.33100000000013,19,25,15,1,5,0,0,0,1,2,0,2,1.402,PMMG
1,4,421.56300000000033,21,29,31,3,4,0,1,0,0,3,0,1,2.2379999999999995,PMMG
3,3,426.49200000000013,23,31,27,4,3,1,0,0,0,3,0,2,3.908920000000002,PMMG
1,5,424.4970000000002,24,31,28,2,5,0,0,0,0,4,0,2,2.413519999999999,PMMG
0,5,485.4620000000004,25,35,22,3,4,3,0,0,1,3,0,2,4.746300000000004,PMMG
2,4,443.93100000000027,23,31,26,3,4,0,0,1,1,2,1,2,4.2360200000000034,PMMG
1,6,409.4420000000003,22,30,23,3,5,0,0,0,1,3,0,2,1.5531999999999992,PMMG
1,2,401.5260000000001,23,29,32,3,2,1,0,0,0,2,1,1,3.8980000000000032,PMMG
1,5,397.5230000000003,22,29,31,5,2,0,0,0,1,3,0,2,3.5000000000000027,PMMG
2,2,418.4830000000002,23,30,27,3,1,3,0,0,1,3,0,2,3.1072000000000015,PMMG
0,4,462.9030000000002,23,32,22,4,1,3,0,1,1,3,0,3,4.394700000000004,PMMG
1,7,424.4330000000003,22,31,22,3,6,0,0,0,2,2,1,3,1.0226999999999986,PMMG
0,4,430.29999999999995,20,30,12,0,4,6,0,0,0,2,1,3,5.330800000000003,PMMG
0,3,366.48800000000017,25,28,24,3,0,0,0,0,1,4,0,4,4.732290000000004,PMMG
0,8,415.45700000000016,22,31,21,7,2,0,0,0,2,3,0,4,1.9507,PMMG
0,5,354.8410000000001,19,25,19,4,1,0,0,1,0,4,0,3,2.913500000000001,PMMG
0,4,384.8860000000001,21,27,22,4,0,1,0,1,1,3,0,3,4.654200000000005,PMMG
0,3,360.31,19,26,12,2,1,4,0,0,0,3,0,4,5.751820000000003,PMMG
2,1,405.415,22,29,21,2,1,4,0,0,0,3,0,3,4.219220000000003,PMMG
1,5,427.5010000000002,22,30,22,3,3,1,1,0,1,3,0,3,2.763600000000002,PMMG
4,5,391.3870000000001,20,29,17,5,4,0,0,0,0,3,0,3,1.2704999999999989,PMMG
2,5,436.4190000000002,23,32,19,3,5,1,0,0,1,3,0,3,2.585790000000001,PMMG
1,7,388.7660000000001,17,27,12,5,3,1,0,1,1,2,0,3,1.6957999999999998,PMMG
1,5,439.51700000000017,22,31,23,4,4,0,1,0,1,3,0,3,3.6401200000000022,PMMG
0,3,375.8270000000001,20,26,19,1,3,1,0,1,1,3,0,2,4.883620000000004,PMMG
1,4,397.8620000000001,21,28,20,3,3,0,0,1,0,3,0,3,3.2110200000000013,PMMG
2,5,434.5210000000002,23,31,22,4,3,0,1,0,2,3,0,4,3.0215000000000014,PMMG
0,4,421.8800000000001,24,30,20,1,4,0,0,1,0,4,0,3,5.331700000000004,PMMG
2,2,403.5700000000001,26,30,33,3,1,0,0,0,1,3,0,2,3.345220000000002,PMMG
1,1,317.45599999999996,22,24,25,2,0,0,0,0,0,3,0,3,4.055720000000002,PMMG
3,1,354.8610000000001,20,25,21,3,1,0,0,1,1,3,0,3,2.7094200000000006,PMMG
1,3,384.45100000000014,22,28,25,2,3,1,0,0,2,2,0,2,3.385620000000002,PMMG
3,2,364.449,21,27,24,4,2,0,0,0,2,2,0,3,3.746240000000002,PMMG
2,5,371.8240000000001,19,26,18,3,3,0,0,1,1,2,0,3,4.312440000000004,PMMG
1,4,401.8900000000002,22,28,24,1,4,0,0,1,1,2,1,2,4.700120000000004,PMMG
1,2,427.38600000000014,23,27,27,2,1,0,0,0,1,2,0,2,5.269620000000005,PMMG
2,4,311.38500000000005,18,23,21,3,2,0,0,0,0,3,0,2,2.8589400000000014,PMMG
0,4,444.5970000000004,24,31,32,2,4,0,1,0,1,3,0,2,3.7202600000000032,PMMG
2,3,392.54700000000025,24,29,32,4,1,0,0,0,0,3,1,2,5.089000000000004,PMMG
1,5,377.4440000000002,22,28,23,3,3,0,0,0,0,4,0,3,3.0492000000000017,PMMG
1,3,358.441,23,27,22,2,2,0,0,0,0,4,0,3,4.173700000000003,PMMG
2,3,415.2760000000002,21,28,16,2,3,0,0,2,0,3,0,3,5.506600000000002,PMMG
1,6,403.38900000000007,18,28,12,5,1,3,1,0,2,2,0,4,4.362900000000002,PMMG
0,5,519.4150000000003,24,33,28,4,3,1,0,0,0,4,0,2,3.337900000000002,PMMG
1,5,407.47300000000007,22,30,24,6,1,1,0,0,0,4,0,3,2.16592,PMMG
0,5,477.7550000000002,22,31,17,3,3,0,0,3,2,2,0,3,3.969400000000003,PMMG
0,5,403.48200000000014,24,30,25,3,3,0,0,0,1,3,0,3,4.088400000000003,PMMG
0,6,395.4180000000001,24,30,17,3,3,0,0,0,0,4,1,5,3.132100000000001,PMMG
0,4,352.43400000000014,21,26,24,2,3,0,0,0,0,4,0,2,2.976800000000001,PMMG
0,3,384.5450000000002,22,27,28,2,2,0,1,0,1,2,1,2,3.632900000000003,PMMG
1,5,386.44800000000015,20,27,19,2,3,1,1,0,2,1,1,3,4.105640000000003,PMMG
1,5,426.52000000000027,26,32,26,4,2,0,0,0,1,4,0,4,4.659340000000004,PMMG
1,4,420.4100000000001,21,30,20,4,1,4,0,0,2,2,0,3,4.000800000000003,PMMG
0,6,498.42500000000024,24,32,28,5,2,0,0,0,1,3,0,3,3.0768000000000013,PMMG
1,5,380.4480000000001,21,28,24,4,3,0,0,0,1,3,0,2,2.1423000000000005,PMMG
2,7,422.4810000000001,24,31,26,2,5,0,0,0,1,2,1,3,2.7201200000000005,PMMG
1,3,403.54700000000025,25,29,25,1,2,0,1,0,1,3,0,3,6.054720000000004,PMMG
3,3,429.87900000000013,22,30,21,3,3,1,0,1,0,3,0,3,4.491200000000003,PMMG
1,5,358.401,21,27,18,4,2,0,0,0,1,3,0,4,3.826500000000002,PMMG
4,1,416.5490000000002,25,31,30,5,1,0,0,0,2,3,0,4,2.8630000000000013,PMMG
1,6,385.44500000000005,19,27,19,3,4,0,1,0,1,3,0,3,2.988500000000001,PMMG
3,6,356.4510000000001,18,25,20,4,2,0,1,0,1,2,0,2,-0.1177999999999979,PMMG
2,4,419.52500000000015,25,31,29,3,3,0,0,0,1,2,1,3,4.026200000000003,PMMG
2,3,397.59100000000024,23,29,37,6,0,0,0,0,0,4,0,2,-0.48059999999999525,PMMG
1,2,372.39000000000004,21,27,19,2,1,3,0,0,0,3,0,3,5.234500000000004,PMMG
1,3,402.37200000000007,21,29,17,2,3,3,0,0,0,3,0,3,4.449100000000003,PMMG
1,4,462.37700000000035,23,31,25,3,3,0,0,2,1,2,1,2,3.8584000000000023,PMMG
0,6,413.81700000000023,20,29,16,3,5,0,0,1,1,2,1,3,4.640920000000003,PMMG
1,6,362.3890000000001,20,27,18,4,3,0,0,0,1,3,0,3,3.0765200000000013,PMMG
2,6,389.4150000000001,21,29,19,5,3,0,0,0,1,3,0,4,1.6139199999999998,PMMG
0,3,390.5070000000001,24,29,28,3,2,0,0,0,0,4,0,2,3.2356200000000017,PMMG
2,4,429.3180000000001,20,27,21,4,2,0,0,0,0,2,1,3,3.748700000000002,PMMG
1,4,394.9060000000001,22,28,23,4,1,0,0,1,1,3,0,3,3.7759000000000027,PMMG
2,4,437.4710000000003,24,32,24,3,4,1,0,0,1,2,0,2,2.5486200000000006,PMMG
0,4,462.99900000000014,23,31,27,2,4,0,1,1,0,3,0,2,3.450400000000002,PMMG
1,4,469.4850000000002,21,32,22,3,4,3,1,0,1,2,0,2,3.2136000000000022,PMMG
0,7,464.59500000000037,24,33,28,6,2,0,1,0,2,3,0,3,3.406600000000002,PMMG
3,3,408.2270000000001,17,25,15,3,3,1,0,0,0,2,0,2,2.4440999999999997,PMMG
2,3,401.82500000000005,20,28,17,3,3,1,0,1,1,2,0,2,3.2924000000000015,PMMG
0,7,419.51000000000016,22,30,21,5,2,0,1,0,2,3,0,4,3.8812000000000024,PMMG
0,3,307.34900000000005,19,23,17,1,3,0,0,0,0,4,0,2,3.523920000000002,PMMG
1,5,438.5280000000003,24,32,30,4,4,0,0,0,1,3,0,2,2.2231199999999998,PMMG
0,6,370.4040000000001,20,27,21,3,3,1,0,0,2,2,0,2,2.01346,PMMG
2,4,370.35900000000004,19,27,16,4,2,2,0,0,1,2,0,3,2.9772000000000016,PMMG
1,3,420.5570000000002,25,31,32,4,2,0,0,0,1,3,0,2,3.902300000000004,PMMG
2,2,383.442,22,28,23,3,1,2,0,0,2,2,0,3,4.401500000000004,PMMG
1,4,456.58900000000017,23,31,24,2,4,0,2,0,0,4,0,3,3.4731000000000014,PMMG
3,3,460.62200000000024,28,34,36,4,2,0,0,0,0,4,0,3,1.8217400000000015,PMMG
1,4,351.451,20,25,19,2,2,0,1,0,1,2,1,3,4.199520000000002,PMMG
2,3,312.3,17,23,13,2,3,1,0,0,0,3,0,2,2.911320000000001,PMMG
0,9,420.5160000000003,18,28,20,4,4,0,2,0,1,2,1,3,1.7360399999999996,PMMG
3,4,379.46400000000006,21,28,25,5,2,0,0,0,1,2,0,3,2.47842,PMMG
1,3,409.35800000000006,20,29,16,3,1,5,0,0,1,2,0,3,4.165400000000003,PMMG
1,6,363.37300000000016,20,27,17,3,4,0,0,0,1,3,0,3,2.6746000000000008,PMMG
1,5,419.48100000000017,24,31,25,3,4,0,0,0,1,3,0,3,4.149520000000003,PMMG
1,3,370.4240000000001,21,27,23,2,3,1,0,0,0,3,0,2,2.9342000000000015,PMMG
1,5,370.41200000000003,22,28,18,4,2,0,0,0,1,3,0,4,4.667740000000004,PMMG
3,6,410.4550000000001,20,29,18,4,4,0,1,0,0,3,0,3,2.8248100000000003,PMMG
1,2,350.4620000000001,22,26,26,2,2,0,0,0,1,2,0,2,4.168040000000003,PMMG
2,5,388.44900000000007,18,27,20,4,4,0,1,0,1,2,0,2,1.0043199999999992,PMMG
1,3,351.7890000000001,20,25,14,1,3,0,0,1,2,2,0,3,4.382820000000003,PMMG
2,6,453.56800000000027,23,32,27,5,3,0,1,0,2,2,0,3,2.51992,PMMG
1,4,339.3710000000001,19,25,19,2,4,0,0,0,0,3,0,2,0.9804199999999998,PMMG
0,3,382.5040000000002,23,28,30,2,3,0,0,0,1,1,1,2,3.584920000000003,PMMG
1,5,369.3800000000001,22,28,15,3,3,0,0,0,2,2,0,3,4.3299800000000035,PMMG
1,3,363.41100000000006,22,27,19,3,0,2,0,0,1,3,0,4,5.691600000000003,PMMG
0,4,375.222,17,23,15,2,3,0,0,0,1,3,0,2,3.2744000000000018,PMMG
1,3,385.4630000000001,25,29,23,1,3,0,0,0,1,3,0,3,5.792920000000005,PMMG
1,6,417.42100000000016,23,31,19,3,5,0,0,0,1,3,0,3,2.199,PMMG
2,4,402.4220000000001,20,28,16,2,3,2,1,0,0,3,0,3,3.900800000000003,PMMG
0,8,396.4040000000002,19,28,14,3,5,0,1,0,1,2,1,3,1.8584999999999994,PMMG
2,6,489.3950000000003,21,30,21,4,3,0,1,0,1,3,0,3,3.487700000000002,PMMG
1,3,416.2460000000001,20,26,15,1,3,1,0,0,0,3,0,3,5.641400000000003,PMMG
2,3,422.54900000000015,25,31,32,3,3,0,0,0,0,4,0,2,2.3472,PMMG
1,2,392.49800000000016,24,29,27,3,1,1,0,0,1,3,0,3,2.777400000000001,PMMG
