smiles,QED,SA,EGFR_Docking,HER2_Docking,source
[C@H]O/C=C/C(=O)NCc1ccn(-c2ccccc2)n1,0.553,3.778,-8.35,-8.6,seed999
[C@H](C)NC(=O)C[C@@H](C)Nc1ccc2ccccc2n1,0.764,4.053,-8.65,-9.0,seed999
[C@H]OC(=O)Cn1cc(C(=O)Nc2cc(Cl)ccc2[N+](=O)[O-])cnc1=S,0.266,3.993,-8.85,-8.3,seed999
[C@H]1CCCC[C@@H]1CNC(=O)c1cccnc1OC(=O)c1cccs1,0.744,4.209,-9.2,-9.6,seed999
[C@H](CC(=O)c1ccccc1F)c1ccc(F)c(Br)c1,0.654,3.465,-9.05,-9.7,seed999
O=C(NCc1ncc(-c2ccccc2)s1)c1ccc(C(F)(F)F)cn1,0.657,3.27,-9.15,-10.3,seed999
NC(=O)COc1cccc(/C=C/C[N+]2=CCCC2)c1,0.686,4.114,-8.6,-8.9,seed999
[C@H]#Cc1c(F)cccc1NCC(=O)Nc1ccc(Cl)cc1N,0.499,3.336,-8.8,-10.0,seed999
[C@H]1Nc2cc(OC(=O)c3cccc(S(=O)(=O)NCCC(C)C)c3)ccc2O1,0.458,3.772,-9.0,-9.7,seed999
[C@H]#CCNc1ccc([N+](=O)[O-])cn1,0.325,3.583,-7.85,-6.7,seed999
[C@H]Oc1ccc(NC(=O)C(=O)N[C@H](C)c2ccccc2F)cc1OC1CCCC1,0.621,4.024,-9.35,-11.3,seed999
[C@H]1CCCN(C(=O)C(=O)Nc2ccccc2N2CCCCC2)C1,0.753,3.533,-9.0,-9.2,seed999
[C@H]Oc1ccc(OCc2nc(-c3cccc(C)c3)oc2C)cc1OC,0.558,3.476,-9.1,-10.5,seed999
[C@H](C)SCCNC(=O)Cc1cc(Br)ccc1F,0.716,3.701,-8.0,-7.8,seed999
[C@H]1C(C)(C)C1(C)-c1ccc(NC(=O)c2ccc3ccccc3n2)cc1,0.635,3.795,-9.55,-11.1,seed999
[C@H](CC(=O)Nc1cccc(C(N)=O)c1)c1cc(F)ccc1F,0.791,3.367,-9.35,-10.9,seed999
[C@H]Oc1ccc(C2=NN(c3ccccc3OC[NH3+])C2)cc1O,0.714,4.458,-8.9,-8.7,seed999
[C@H](C)NC(=O)c1cccc(C(=O)Nc2ccccc2)c1,0.795,2.976,-9.05,-9.6,seed999
[C@H](C)Oc1ccc(O[C@H](C)C(=O)N(C2CC2)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.541,4.143,-8.7,-8.5,seed999
[C@H]O/N=C1\C(=N/c2ccc(C(C)=O)cc2)SC(=S)N1c1ccccc1,0.354,4.088,-8.85,-6.7,seed999
[C@H](C)C(=O)Nc1ccc(N(C)C)cc1,0.691,3.14,-7.95,-7.1,seed999
[C@H](C(=O)NCC#Cc1ccc(F)cc1)[C@H]1CCCN(c2ncccn2)C1,0.758,4.338,-9.25,-10.3,seed999
[C@H]1CCCCN1S(=O)(=O)c1ccccc1CN1CCOc2ccccc21,0.726,3.737,-9.65,-8.9,seed999
[C@H]Oc1ccc(C(=O)NCCCn2c(C)ccc2C)c([N+](=O)[O-])c1,0.381,3.74,-8.7,-8.9,seed999
[C@H](CNC(=O)[C@H]1COc2ccc(F)cc2C1)N1CCN(c2ncccn2)CC1,0.737,4.307,-9.2,-10.0,seed999
[C@H]1CCCC[C@@H]1C(=O)Nc1cccc(Oc2ccccn2)c1,0.819,3.915,-9.1,-10.2,seed999
[C@H](C)CN(Cc1ccccc1)c1ccc(Cl)cn1,0.708,3.353,-8.55,-7.5,seed999
[C@H]Oc1c(OC)cccc1C1(O)CCN([C@@H](C#N)c2ccccc2)CC1,0.796,4.328,-8.6,-8.6,seed999
[C@H](O)c1ccc(C(=O)N[C@@H]2CCN(c3ccccc3)C2)cc1Cl,0.805,3.706,-8.95,-10.2,seed999
[C@H](c1ccc(C(=O)OC2CC2)cc1F)c1cccc(C(=O)Nc2ccccc2)c1,0.505,3.321,-9.85,-11.2,seed999
[C@H]1c2ccccc2C(=O)N1CCN1CCN(C(=O)c2ccccc2)CC1,0.75,3.446,-9.4,-10.8,seed999
[C@H](C[NH2+]CC1(O)CCCCC1)c1ccc(F)cc1,0.667,4.421,-8.6,-9.1,seed999
[C@H]OCc1ccccc1C(=O)N[C@@H](C)c1cnn(C)c1C,0.817,4.072,-8.4,-8.5,seed999
[C@H]1CCCC[C@@H]1N(C)S(=O)(=O)c1ccc(OCC(N)=O)cc1,0.754,4.021,-8.7,-8.9,seed999
[C@H](Cc1ccccc1F)N(C)C(=O)NC(C1CC1)C1CC1,0.755,3.963,-8.6,-9.0,seed999
O=C(Nc1ccccc1)[C@H]1C[C@H]1c1ccc(F)cc1,0.792,3.341,-9.05,-7.6,seed999
c1ccc2cc(CN3CCC[C@@H](O)C3)nn2c1,0.746,3.971,-8.8,-8.7,seed999
[C@H]O/C=C/C(=O)N(Cc1ccccc1)C1CC1,0.473,3.742,-8.15,-7.0,seed999
[C@H](C#N)NC(=O)c1cccc(F)c1,0.638,3.669,-7.95,-7.1,seed999
[C@H]1CCCCN1S(=O)(=O)c1ccc(S(=O)(=O)NC2CC2)cc1,0.777,3.602,-8.7,-9.1,seed999
[C@H]Oc1ccccc1-c1nnc(NC(=O)CCc2ccco2)s1,0.65,3.624,-8.9,-9.9,seed999
[C@H](C)C[C@@H]1CCC[C@@H]1NC(=O)N1CCN(Cc2ccc(F)cc2)CC1,0.786,4.152,-8.75,-9.3,seed999
[C@H]OCc1ccccc1NC(=O)/C=C/c1ccncc1,0.746,3.538,-8.6,-8.9,seed999
[C@H](C)c1cnsc1C(=O)NNC(=O)c1ccccc1,0.738,3.714,-8.8,-9.1,seed999
[C@H]Oc1ccc(NC(=O)NNC(=O)c2ccc(C)c([N+](=O)[O-])c2)cn1,0.472,3.628,-8.95,-9.4,seed999
[C@H](C)c1ccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,0.766,3.077,-9.15,-8.9,seed999
[C@H](C)OC(=O)CCc1nnc(S[C@@H](C)c2ccccc2)n1C,0.479,4.129,-8.55,-8.9,seed999
[C@H]1CCCC[C@@H]1Nc1cc(F)cc(F)c1,0.687,4.223,-8.55,-7.8,seed999
[C@H]Oc1ccc(Br)cc1OCCC(=O)NCc1ccc[nH+]c1,0.721,4.499,-8.55,-9.0,seed999
[C@H]1CCCC[C@@H]1NC(=O)CCNC(=O)c1cccs1,0.767,4.056,-8.4,-8.6,seed999
[C@H]Oc1cccc(OC(=O)Cn2nnc(-c3c[nH]c4ccccc34)c2C)c1,0.336,3.839,-9.45,-10.7,seed999
[C@H](C)OC(=O)[C@@H](C)Sc1ccc(N)cc1,0.385,4.207,-8.0,-7.2,seed999
[C@H]1CCC/C(=C/c2ccccc2)C1,0.502,3.749,-5.0,-8.1,seed999
[C@H]1CC(=O)N(c2ccc(C(F)(F)F)cc2Cl)C1,0.66,3.853,-8.7,-8.2,seed999
Clc1ccc(NCc2cc(-c3cccnc3)ncn2)o1,0.696,3.735,-8.9,-9.2,seed999
N#Cc1cccc(NC(=O)NCCc2cc(Cl)ccc2Cl)c1,0.779,2.964,-8.85,-10.6,seed999
CCCn1ncnc1CCC(=O)N1CC[C@H](C(=O)OC)c2ccccc21,0.642,4.02,-8.85,-9.1,seed999
O=C(C[NH+]1CCN(CCCO)CC1)N1CCC(OCc2ccccn2)CC1,0.519,4.422,-8.55,-8.2,seed999
Clc1ccc2c(c1)[C@@H]1CCC[C@H]1[C@@H]2C(=O)N1CCN(c2cccc(C(F)(F)F)c2)CC1,0.489,4.416,-10.15,-12.0,seed999
Clc1cc(F)c(Br)cc1OCc1cc(Cl)ncn1,0.512,3.425,-8.6,-8.4,seed999
ClCc1cccc2c1CN(CCc1nncn1C1CC1)CC2,0.695,3.755,-8.95,-10.6,seed999
Cl[C@@H](Cc1ccc(Cl)cc1)[C@H]1CCOC1,0.64,3.95,-8.5,-7.8,seed999
ClCc1cc(NS(=O)(=O)c2ccc(F)cc2)ccn1,0.783,3.026,-8.65,-9.0,seed999
Clc1ccccc1OC1CC[C@@]12CCc1ccccc12,0.672,4.446,-9.3,-8.1,seed999
Cl[C@@H]1CC[C@H](CNC(=O)c2c[nH]c3ccccc23)[C@@H]1Cc1ccccc1,0.527,4.294,-9.7,-10.7,seed999
Cl/C=C/c1c[nH]c2ccccc12,0.588,3.367,-8.2,-7.1,seed999
[C@H]/C(=C\c1cc2c(cc1OC)OCO2)c1ccccc1,0.693,3.569,-9.0,-8.7,seed999
c1cccc(COC2CC[NH+](Cc3ccncc3)CC2)c1,0.806,4.254,-8.8,-9.5,seed999
[C@H]=N/C(=N\NC(=O)CCc1ccc(F)cc1)c1ccccc1,0.415,3.47,-8.85,-10.1,seed999
[C@H](NC(=O)c1cnn(CC(=O)Nc2ncccn2)c1)c1ccccc1,0.606,3.638,-9.05,-9.8,seed999
[C@H]Oc1ccccc1CCNC(=O)C1CCN(C(=O)c2ccccc2F)CC1,0.735,3.32,-9.3,-9.8,seed999
[C@H]S(=O)(=O)c1ccc(C(=O)NNC(=O)c2ccc(Cl)cc2Cl)cc1,0.695,3.288,-9.3,-11.0,seed999
[C@H]1C(=O)C[C@@](CCCn2cccn2)C(C(=O)N2CCN(c3ccccc3)CC2)=N1,0.657,4.068,-9.15,-8.8,seed999
[C@H]Oc1ccc(NC(=O)COC(=O)c2ccc(S(=O)(=O)C(F)F)cc2)cc1,0.621,3.409,-8.9,-9.8,seed999
c1ccc(CNCc2cccc(Cl)c2)cc1OC1CCCC1,0.714,2.879,-9.05,-9.9,seed999
[C@H]Oc1ccccc1NC(=O)[C@@H]1CCCN1Cc1c[nH]c2ccccc12,0.638,3.885,-9.5,-9.8,seed999
[C@H]1CCN(C(=O)CSc2nnc(-c3ccccc3)n2CCC2Cc3ccccc3C2=O)C1,0.416,4.216,-9.5,-10.2,seed999
[C@H]1CCCC[C@@H]1NC(=O)C(=O)Nc1ccc(C#N)cn1,0.689,4.341,-8.8,-9.0,seed999
O=S(=O)(c1c(-c2ccccc2)cc(C(F)(F)F)n1Cc1ccc(F)cc1)Oc1cccc(Br)c1,0.093,3.64,-9.85,-8.5,seed999
c1cccnc1NC1CCN(S(=O)(=O)c2ccccc2)CC1,0.84,2.919,-9.0,-9.6,seed999
c1cc(Cl)cnc1-c1ccccc1F,0.597,2.671,-8.55,-8.0,seed999
c1ccc(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)cc1,0.843,2.631,-8.8,-9.9,seed999
c1ccc(-c2ccc(Cl)nc2)cc1,0.527,2.528,-8.55,-7.7,seed999
[C@H]Oc1ccc(NC(=O)NCc2ccc(CCCO)cc2)cc1F,0.63,3.318,-8.85,-9.6,seed999
[C@H](c1ccc(OCc2ccccc2)c(Br)c1)NC(=O)Cc1ccccc1,0.503,3.205,-9.3,-10.6,seed999
[C@H]Oc1ccc(NC(=O)[C@H]2CCCN2C(=O)c2cc(F)ccc2F)cc1Cl,0.758,3.888,-9.3,-9.0,seed999
[C@H](C)C(=O)NC[C@@](C)(O)c1ccccn1,0.661,4.349,-8.2,-7.6,seed999
[C@H]Oc1ccc(NC(=O)COc2cccc(F)c2F)cc1OCC(C)C,0.668,3.463,-8.9,-9.6,seed999
[C@H]1CCC[C@@H]1CNC(=O)c1ccc2c(c1)CCCC2=O,0.818,4.066,-9.2,-10.5,seed999
[C@H]Oc1ccc(NC(=O)c2cccc(OCc3cccc(F)c3)c2)cc1OC,0.546,3.193,-9.3,-10.3,seed999
[C@H](C)c1ccc(S(=O)(=O)NCCOc2c(F)cccc2F)cc1,0.689,3.409,-8.95,-9.6,seed999
[C@H](c1ccccc1F)[NH+]1CCN(Cc2cnn(-c3ccccc3)n2)CC1,0.653,4.395,-9.15,-10.0,seed999
[C@H]1CCCN(c2ccc(-c3ccc(-c4ccc(C(N)=O)cc4)o3)cc2)C1,0.656,3.45,-9.7,-10.6,seed999
[C@H](C)Oc1ccccc1C(=O)Nc1cccc2ccccc12,0.659,3.07,-9.25,-9.5,seed999
[C@H]1CCC[C@@H]1C(=O)N1CCN(C(=O)c2noc(C3CC3)n2)CC1,0.738,4.415,-8.7,-9.4,seed999
c1ccc(N(Cc2ccco2)Cc2ccc[nH]2)cc1,0.648,3.349,-8.6,-7.3,seed999
O=C(NCC[S@@](=O)c1ccncc1)c1ccc(Br)s1,0.792,4.108,-8.55,-8.3,seed999
[C@H]Oc1ccc(OCCNc2c(C#N)c(=O)n(Cc3ccccc3)nc2N)cc1OC,0.406,3.843,-8.7,-8.2,seed999
[C@H](C)[C@H]1CCCN1c1ccc(F)cc1Br,0.691,4.186,-8.25,-6.8,seed999
[C@H](C(=O)N[C@@H]1CCCn2c(C(F)(F)F)cnc21)Nc1ccc(Cl)cc1,0.76,4.433,-8.9,-9.2,seed999
[C@H]1CCCN(c2ccccc2C2CCN(C(=O)CNc3ccc(F)cc3F)CC2)C1,0.68,3.674,-9.45,-10.5,seed999
[C@H](C)CC(=O)Nc1ccc2ccccc2n1,0.751,3.308,-8.75,-8.7,seed999
[C@H]1CCC[C@]1(Cn1ccnc1)c1ccc(Cl)cc1,0.718,4.483,-8.35,-7.4,seed999
[C@H]Oc1ccc(C(=O)OCCNC(=O)c2cccnc2)cc1OC,0.515,3.361,-8.65,-9.2,seed999
[C@H](N)c1cnc(COC(=O)c2ccc(OCc3ccccc3)cc2)cc1,0.562,3.192,-9.1,-9.6,seed999
c1cnn(-c2ccccc2CSc2cccc(C#N)n2)n1,0.592,3.745,-8.75,-8.7,seed999
[C@H](C#N)c1cc(NC(=O)CC(C)C)ccc1-n1cccc1,0.81,3.779,-8.65,-8.5,seed999
[C@H]O[C@@H](Cc1ccccc1)C(=O)NC1CCCC1,0.764,3.762,-8.4,-8.7,seed999
[C@H](C(N)=O)C(=O)N[C@H](c1ccccc1)c1ccccc1,0.707,3.181,-9.15,-8.3,seed999
[C@H]Oc1ccc(/C=C2\C(=N)N/C(=C/c3ccccc3)C2=O)cc1OC,0.743,4.037,-8.9,-9.8,seed999
[C@H](C#N)CNC(=O)NCCc1cccc(C(F)(F)F)c1,0.715,3.624,-8.65,-9.2,seed999
[C@H]Oc1cccc(C(=O)N/C(=N\NC2=NS(=O)(=O)c3ccccc3)S2)c1,0.594,4.001,-9.25,-10.5,seed999
[C@H](Cc1ccc(F)cc1)[C@@H](NC(=O)C1(C#N)CCC1)c1ccccc1,0.763,4.196,-9.2,-8.9,seed999
[C@H]Oc1cc(C(=O)CCc2ccccc2)c([N+](=O)[O-])c2c1OCCO2,0.355,3.918,-8.8,-9.1,seed999
[C@H]1CCCC[C@@H]1NC(=O)COc1ccc2nccnc2c1,0.835,4.063,-8.8,-9.6,seed999
[C@H](C(=O)NCc1ccc(-n2cccn2)cc1)c1ccc(C#N)cc1,0.687,3.431,-9.05,-9.4,seed999
[C@H](C#N)OC(=O)[C@H](Cc1ccccc1)N1CCCCC1=O,0.674,4.232,-8.7,-7.1,seed999
[C@H]1CCCN1S(=O)(=O)c1ccc2c(c1)CCCC2,0.723,3.732,-8.9,-9.2,seed999
[C@H]Oc1cc(F)c(NC(=O)/C=N\C2CC2)cc1,0.71,4.201,-8.25,-7.8,seed999
[C@H](C#CN(C)C(=O)Nc1ccc[nH]c1=O)c1ccc(F)cc1,0.559,4.161,-9.25,-10.0,seed999
[C@H]1CCN(C(=O)C(=O)Nc2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)C1,0.671,3.495,-9.9,-10.8,seed999
[C@H](C)NC(=O)[C@H](C)Sc1nc2ncccc2c(=O)n1C,0.574,4.302,-8.75,-8.4,seed999
[C@H]Oc1ccccc1C1=NO[C@@H](c2ccc(O)c(F)c2)C1,0.839,4.321,-9.2,-9.3,seed999
[C@H](C)OC(=O)CCN(C#N)Cc1cccc(Cl)c1,0.351,4.175,-8.25,-7.6,seed999
[C@H]#Cc1ccccc1OCC(=O)Nc1cc(C(C)(C)C)on1,0.781,3.447,-8.85,-9.8,seed999
[C@H](C)SCC(=O)N1CCN(Cc2ccc(Cl)s2)CC1,0.734,3.718,-8.0,-7.6,seed999
[C@H]#CN(C)C(=O)COc1ccccc1/C=C/C(=O)c1ccc(Br)cc1,0.222,3.483,-9.2,-8.8,seed999
[C@H]Oc1cncc(NCc2ccc(OCC3CCCC3)cc2)n1,0.745,3.638,-8.8,-9.3,seed999
[C@H]1CCCC[C@@H]1NC(=O)c1cc([N+](=O)[O-])ccc1N1CCCC1,0.584,4.032,-8.9,-8.0,seed999
[C@H]=C([C@@H]1CCCc2cc(C(N)=O)ccc21)S(C)(=O)=O,0.811,4.278,-8.85,-8.8,seed999
[C@H]Oc1ccc(C(=O)NCCNS(C)(=O)=O)cc1[N+](=O)[O-],0.311,3.613,-8.5,-8.3,seed999
[C@H](C#N)Cc1ccccc1NC(=O)c1cccc(F)c1,0.823,3.318,-8.85,-8.8,seed999
[C@H](C)NC(=O)CSc1nc(N)nc2c1CCC2,0.515,4.105,-8.6,-7.7,seed999
O=C(C1CCN(C(=O)c2cnccc2Cl)CC1)Nc1sc2c(c1C1CCCC1)CC2,0.619,3.677,-9.8,-10.4,seed999
c1ccc(C[S@@](=O)Cc2ccc(Br)o2)cc1,0.765,3.8,-8.2,-8.4,seed999
[C@H]1NCc2cc(NC(=O)c3cnn(-c4ccccc4F)c3)cn21,0.679,4.173,-9.0,-10.2,seed999
[C@H](C)CNC(=O)Cn1ccc(=O)c2ccccc21,0.781,3.46,-8.65,-8.0,seed999
[C@H](C)N(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(C#N)cc1,0.539,3.497,-8.55,-7.4,seed999
[C@H]Oc1c(N(C)CC2CCN(c3ccc(F)cc3)CC2)cnn1-c1cccc(C(F)(F)F)c1,0.36,3.912,-9.4,-9.4,seed999
[C@H](C)C[C@@H]1CCCC[C@@H]1NS(=O)(=O)c1ccc(CNC(=O)c2ccc(F)cc2)cc1,0.558,4.089,-9.35,-10.9,seed999
[C@H]Oc1cccc(-c2nc(NCc3ccc([N+](=O)[O-])cc3)n[nH]2)c1,0.433,3.677,-9.0,-9.7,seed999
[C@H]1CCc2ccccc2N1Cc1ccc(-c2ccccc2)o1,0.569,3.49,-9.6,-11.2,seed999
[C@H]Oc1cccc([C@@H](C)CCCNC(=O)c2ccc(Cl)cc2)c1,0.648,3.758,-8.9,-9.9,seed999
[C@H](C(=O)N[C@@H](CO)c1cccc(C(F)(F)F)c1)c1c[nH]c2ccccc12,0.55,4.04,-9.45,-11.1,seed999
[C@H](C)[C@H](Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,0.544,3.879,-8.75,-9.5,seed999
[C@H]Oc1ccc(OCCN(C)c2cccc(C)c2)cc1COC,0.643,3.553,-8.5,-9.2,seed999
[C@H](C)[C@@H](CNc1cc(Cl)ccn1)NCc1ccccc1,0.718,4.004,-8.6,-8.9,seed999
[C@H]Oc1ccnc(N2CC[C@@H](C(=O)Nc3cccc(F)c3)C2)c1,0.843,3.964,-8.8,-10.3,seed999
[C@H](N)C1(NC(=O)c2cccc3cccnc23)CCCC1,0.798,3.86,-8.8,-9.2,seed999
[C@H](c1cscc1C(=O)NN)n1nnc2ccccc21,0.325,4.186,-9.0,-8.4,seed999
[C@H]Oc1ccc2ncc(C(=O)NC[C@@H](C)Cc3ccc(Cl)cc3)nc2c1,0.616,4.04,-9.0,-10.3,seed999
[C@H]Oc1ccc(SCC(=O)N(CC2CC2)c2ccccc2)s1,0.607,4.005,-8.55,-7.9,seed999
[C@H](C)Nc1cnc(Oc2ccccc2)c2ncnn12,0.675,3.853,-8.35,-8.5,seed999
[C@H](c1ccc(Cl)c(C(=O)NCC2C(C)(C)C2(C)C)c1)c1ccccc1,0.67,3.668,-8.85,-10.3,seed999
[C@H]Oc1ccc(O)c(C(=O)Nc2ccc(Cl)nc2)c1,0.746,3.54,-8.75,-8.7,seed999
[C@H]Oc1cccnc1C(=O)NN/N=C/c1ccccc1Cl,0.555,4.025,-8.8,-9.0,seed999
[C@H]Oc1cccc(N2CCN(c3nc4cc(C(C)C)ccc4s3)CC2)c1,0.564,3.591,-9.3,-9.4,seed999
[C@H]1C(C)(C)C[C@@H]1C(=O)Nc1ccccc1C(=O)NC1CCCCC1,0.78,3.821,-9.3,-8.6,seed999
[C@H](C)OC(=O)c1cccc(OCC(=O)N(Cc2nc3ccccc3[nH]2)C2CC2)c1,0.494,3.634,-8.9,-8.9,seed999
CCOc1ccc(F)cc1[C@H](O)[C@@H](C)C(C)C,0.752,3.893,-8.2,-7.3,seed999
c1cc(C[NH+]2CCC(Oc3ccccc3F)CC2)ccc1N,0.748,4.294,-9.5,-9.8,seed999
c1csc([C@@H](CO)NC(=O)CS(=O)(=O)Cc2ccccc2)n1,0.681,3.869,-8.15,-8.1,seed999
c1ccc(-c2noc(CN3CC(C4CC4)C3)n2)o1,0.726,3.403,-8.35,-8.7,seed999
c1ccc2c(c1)C[C@H](CNS(=O)(=O)c1cccs1)CO2,0.842,3.724,-8.95,-9.7,seed999
c1ccc(Cn2c(CCc3ccccc3)nnn2)cc1,0.611,2.795,-8.95,-10.2,seed999
c1cncc(C[S@@](=O)Cc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,0.66,3.8,-8.85,-9.4,seed999
c1ccc2c(c1)CCN(CCOc1cccc[nH+]1)C2,0.734,4.128,-8.8,-9.7,seed999
c1ccc(Cn2nnnc2COCCO)cc1,0.624,3.096,-8.3,-8.1,seed999
c1ccc(-c2nnc2n2CCC[C@@H]2NC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.784,4.078,-9.75,-8.3,seed999
[C@H]Oc1cc(/C=C(\C#N)c2ncnn2-c2ccccc2)ccc1F,0.59,3.967,-9.05,-8.6,seed999
c1cccc(C2=N/C(=C/c3ccc(O)c(Cl)c3)C(=O)OC2)c1,0.582,3.454,-9.4,-10.3,seed999
c1cc(-c2cccs2)nc(NCCc2nncn2C)c1,0.683,3.456,-8.65,-9.3,seed999
[C@H]O/N=C1\S/C(=C\c2ccccc2)C(C)=N1,0.631,4.262,-8.6,-8.3,seed999
c1cccc(C(=O)NC[C@H](O)CO[C@H]2CCOC2)c1,0.689,3.78,-8.45,-8.2,seed999
[C@H]Oc1cc(CCCCN[C@@H](C)CN2CCN(c3ccccc3)CC2)cc(Cl)c1OCC(C)C,0.277,4.152,-8.8,-8.6,seed999
c1nc(Cl)c(/C=N/NC(N)=S)s1,0.343,4.305,-7.75,-5.7,seed999
[C@H]#Cc1ccccc1C(=O)N1CCC(n2cncn2)CC1,0.687,3.533,-8.9,-8.7,seed999
[C@H]1C(=O)NC(=O)C[C@@H]1c1ccc(OC2CCCC2)cc1,0.759,4.175,-9.1,-9.8,seed999
[C@H]Oc1ccc(-c2cc(NC(=O)[C@H]3CC(=O)N(C(=O)c4ccco4)C3)ccc2OC)cc1,0.498,4.13,-9.55,-10.0,seed999
[C@H]1CCCN(c2cc([N+](=O)[O-])ccc2Cl)[C@@H]1c1cccc(F)c1,0.49,4.144,-8.85,-8.1,seed999
[NH3+]CC#Cc1ccccc1OCc1ccc([N+](=O)[O-])cc1,0.427,3.59,-8.8,-8.8,seed999
[NH3+]C[C@@H]1CCN(C(=O)C2CC2)C1,0.494,4.446,-7.8,-6.4,seed999
[NH3+]c1ccc2nc(SCC3CCCCC3)cnn12,0.764,4.36,-8.9,-8.6,seed999
[NH3+][C@@H](Cc1ccccc1)c1n[nH]c(=O)c2ccc(Br)cc12,0.664,4.22,-8.95,-9.9,seed999
[NH3+][C@H]1CCN(c2ccccc2Br)C1,0.689,4.417,-7.9,-6.6,seed999
[NH3+]C1(C(=O)NCCc2cccc(C(F)(F)F)c2)CCOCC1,0.775,3.918,-8.9,-9.7,seed999
[NH3+][C@@H](Cc1ccccc1)CSc1ccccc1N1CCCC1,0.73,3.991,-8.9,-9.3,seed999
[NH3+]CCOc1ccccc1C(=O)[O-],0.525,4.314,-7.9,-6.2,seed999
[NH3+]CCOC1CCC(n2nnnc2Sc2ccccc2)CC1,0.774,3.971,-8.75,-7.7,seed999
[NH3+][C@@H]1CC[C@H](C(=O)NCCc2cc(Cl)ccc2F)C1,0.766,4.469,-8.65,-9.2,seed999
[NH3+]C[C@H](O)COCc1ccccn1,0.528,4.433,-7.8,-6.4,seed999
[NH3+]Cc1cccc(Oc2cccc(F)c2Br)n1,0.846,3.99,-8.55,-8.6,seed999
[NH3+][C@@H](C(=O)N(Cc1ccccc1)C(F)(F)F)c1ncccc1F,0.59,4.391,-8.85,-8.7,seed999
[NH3+][C@H](Cc1ccccc1Br)c1cc2c(Cl)cccc2[nH]1,0.614,4.306,-9.1,-9.4,seed999
[NH3+]CC1CCC(C(=O)Nc2ccc(NC(=O)c3ccc(F)cc3)cc2)CC1,0.655,3.264,-9.0,-11.0,seed999
[NH3+]c1cccc(NC(=O)c2cnc(S[C@H](C)CO)cc2)c1,0.633,4.396,-8.9,-9.0,seed999
[NH3+][C@H]1CCCN(S(=O)(=O)N(Cc2ccccc2)C2CCCC2)C1,0.781,4.255,-8.95,-8.6,seed999
[NH3+]Cc1ccc(N2CCCC2)cc1,0.618,3.461,-8.15,-6.9,seed999
[NH3+]Cc1ccccc1NC[C@@H]1Cc2ccc(F)cc2C1,0.78,4.166,-9.05,-10.1,seed999
[NH3+]Cc1ccc(C2CC(COCCO)C2)cc1,0.622,3.936,-8.25,-7.4,seed999
[NH3+]c1nc(-c2cccnc2)n[nH]1,0.506,4.239,-8.1,-6.6,seed999
